experiment,pid,utid,trial_type,trial_name,trial_spec,accuracy,hamming,num_indirect_errors,num_indirect_links,priorTruth,priorISpost,cond_label,cond,cond_order,genCorr,posCorr,negCorr,weakCorr,stgCorr,weakPosCorr,stgPosCorr,weakNegCorr,stgNegCorr,nullCorr,nonNullCorr,inters,inters_real,sense,expect,variables,std_order,postOriginOrder,num_inter,intervened_time,lc_prior_bf,lc_prior_bf_aic
experiment_1,5bcdd6be25295a0001a71beb,1-5bcdd6be25295a0001a71beb-crime_3-label,label,crime,,0.886039423540362,0.8333333333333334,0,2,0.408248290463863,False,,0,,0.6666666666666667,1.0,1.0,0.5,1.0,,1.0,0.5,1.0,0.5,1.0,,,4.0,I understood it as that when crime rate goes up then it makes sense that police action is also going up super high and then population happiness is super low.,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,6.0,0.6821192052980133,0,
experiment_1,5bcdd6be25295a0001a71beb,1-5bcdd6be25295a0001a71beb-pos_chain_3-generic_2,generic_2,chain,pos,0.7899579873957986,0.5,1,1,,,,0,,0.5,1.0,,,1.0,,1.0,,,0.25,1.0,,,,,,one_two_three,Blue_Red_Green,10.0,0.5132450331125827,0,
experiment_1,5be87e33a14b540001aa2ea5,1-5be87e33a14b540001aa2ea5-ccause_3-generic_0,generic_0,ccause,,0.8514778685534988,0.8333333333333334,0,0,,,,0,,0.5,1.0,,,0.0,,0.0,,,0.75,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,11.0,0.466887417218543,0,
experiment_1,5be87e33a14b540001aa2ea5,1-5be87e33a14b540001aa2ea5-collider_3-generic_1,generic_1,collider,,0.8514778685534988,0.8333333333333334,0,0,,,,0,,0.5,1.0,,,0.0,,0.0,,,0.75,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,9.0,0.6158940397350994,0,
experiment_1,5be87e33a14b540001aa2ea5,1-5be87e33a14b540001aa2ea5-crime_2-label,label,crime,,0.8604273684402294,0.6666666666666667,0,2,0.2927700218845599,False,,0,,0.5,1.0,1.0,0.5,1.0,,1.0,0.5,1.0,0.0,1.0,,,3.0,"I thought it was weird how when the population happiness went down, the crime rate and police action both went up. I thought population happiness would have no effect on the two.",,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,7.0,0.5198675496688742,0,
experiment_1,5be87e33a14b540001aa2ea5,1-5be87e33a14b540001aa2ea5-pos_chain_3-generic_2,generic_2,chain,pos,0.8787321874818335,0.8333333333333334,1,1,,,,0,,0.6666666666666667,1.0,,,0.5,,0.5,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,12.0,0.5033112582781457,0,
experiment_1,5bfd745a8acfed00011a6975,1-5bfd745a8acfed00011a6975-ccause_2-generic_0,generic_0,ccause,,0.8787321874818335,1.0,0,0,,,,1,,0.6666666666666667,1.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,7.0,0.4834437086092715,0,
experiment_1,5bfd745a8acfed00011a6975,1-5bfd745a8acfed00011a6975-collider_3-generic_1,generic_1,collider,,0.8787321874818335,1.0,0,0,,,,1,,0.6666666666666667,1.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,8.0,0.3543046357615894,0,
experiment_1,5bfd745a8acfed00011a6975,1-5bfd745a8acfed00011a6975-crime_control_4-nolabel_control,nolabel_control,crime_control,,0.6307255270620018,0.6666666666666667,1,2,,,,1,,0.5,1.0,0.3333333333333333,0.5,0.0,,0.0,0.5,0.0,1.0,1.0,,,,,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,3.0,0.4867549668874172,0,
experiment_1,5bfd745a8acfed00011a6975,1-5bfd745a8acfed00011a6975-pos_chain_3-generic_3,generic_3,chain,pos,0.9142507074287456,0.8333333333333334,1,1,,,,1,,0.8333333333333334,1.0,,,1.0,,1.0,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,6.0,0.3443708609271523,0,
experiment_1,5c3f62338cb6f5000180b697,1-5c3f62338cb6f5000180b697-ccause_3-generic_0,generic_0,ccause,,1.0,1.0,0,0,,,,0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,3.0,0.2649006622516556,0,
experiment_1,5c3f62338cb6f5000180b697,1-5c3f62338cb6f5000180b697-collider_3-generic_1,generic_1,collider,,1.0,1.0,0,0,,,,0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,10.0,0.4304635761589404,0,
experiment_1,5c3f62338cb6f5000180b697,1-5c3f62338cb6f5000180b697-crime_0-label,label,crime,,0.919417703597462,1.0,0,2,0.2379154757154432,False,,0,,0.8333333333333334,1.0,1.0,0.5,1.0,,1.0,0.5,1.0,1.0,1.0,,,4.0,"Made sense, but overall population happiness should make crime rate decay.",,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,8.0,0.6291390728476821,0,
experiment_1,5c3f62338cb6f5000180b697,1-5c3f62338cb6f5000180b697-pos_chain_3-generic_2,generic_2,chain,pos,0.9142507074287456,0.8333333333333334,1,1,,,,0,,0.8333333333333334,1.0,,,1.0,,1.0,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,8.0,0.4635761589403973,0,
experiment_1,5c405aee40de0b0001437db0,1-5c405aee40de0b0001437db0-ccause_2-generic_0,generic_0,ccause,,1.0,1.0,0,0,,,,1,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,7.0,0.2483443708609271,0,
experiment_1,5c405aee40de0b0001437db0,1-5c405aee40de0b0001437db0-collider_3-generic_1,generic_1,collider,,1.0,1.0,0,0,,,,1,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,5.0,0.4768211920529801,0,
experiment_1,5c405aee40de0b0001437db0,1-5c405aee40de0b0001437db0-crime_control_0-nolabel_control,nolabel_control,crime_control,,0.919417703597462,1.0,0,2,,,,1,,0.8333333333333334,1.0,1.0,0.5,1.0,,1.0,0.5,1.0,1.0,1.0,,,,,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,4.0,0.6324503311258278,0,
experiment_1,5c405aee40de0b0001437db0,1-5c405aee40de0b0001437db0-pos_chain_3-generic_3,generic_3,chain,pos,0.6570028297149824,0.8333333333333334,0,1,,,,1,,0.8333333333333334,0.5,,,0.5,,0.5,,,1.0,1.0,,,,,,one_two_three,Blue_Red_Green,3.0,0.6423841059602649,0,
experiment_1,5c48734767be2c0001074eb6,1-5c48734767be2c0001074eb6-ccause_2-generic_0,generic_0,ccause,,1.0,1.0,0,0,,,,1,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,5.0,0.3245033112582781,0,
experiment_1,5c48734767be2c0001074eb6,1-5c48734767be2c0001074eb6-collider_2-generic_1,generic_1,collider,,1.0,1.0,0,0,,,,1,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,8.0,0.543046357615894,0,
experiment_1,5c48734767be2c0001074eb6,1-5c48734767be2c0001074eb6-crime_control_1-nolabel_control,nolabel_control,crime_control,,0.919417703597462,1.0,0,2,,,,1,,0.8333333333333334,1.0,1.0,0.5,1.0,,1.0,0.5,1.0,1.0,1.0,,,,,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,6.0,0.6721854304635762,0,
experiment_1,5c48734767be2c0001074eb6,1-5c48734767be2c0001074eb6-pos_chain_2-generic_3,generic_3,chain,neg,1.0,1.0,0,1,,,,1,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,one_two_three,Blue_Red_Green,5.0,0.5298013245033113,0,
experiment_1,5c5af8dfe7f42600017cde68,1-5c5af8dfe7f42600017cde68-ccause_2-generic_0,generic_0,ccause,,0.8787321874818335,1.0,0,0,,,,0,,0.6666666666666667,1.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,6.0,0.5695364238410596,0,
experiment_1,5c5af8dfe7f42600017cde68,1-5c5af8dfe7f42600017cde68-collider_2-generic_1,generic_1,collider,,0.6791555260401261,0.5,0,0,,,,0,,0.5,,0.5,,0.5,,,,0.5,0.5,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,4.0,0.9205298013245032,0,
experiment_1,5c5af8dfe7f42600017cde68,1-5c5af8dfe7f42600017cde68-crime_2-label,label,crime,,0.886039423540362,1.0,0,2,0.3692744729379981,False,,0,,0.6666666666666667,1.0,1.0,0.5,0.5,,0.0,0.5,1.0,1.0,1.0,,,3.0,"I can see how police action and crime rate could stay relatively stable while population happiness increases and/or decreases, as maybe population happiness depends upon another factor. It made sense that police action and crime rate were close together on the graph. ",,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,8.0,0.6688741721854304,0,
experiment_1,5c5af8dfe7f42600017cde68,1-5c5af8dfe7f42600017cde68-pos_chain_2-generic_2,generic_2,chain,neg,0.7899579873957986,0.3333333333333333,1,1,,,,0,,0.0,,1.0,,0.0,,,,0.0,0.0,1.0,,,,,,one_two_three,Blue_Red_Green,2.0,0.4900662251655629,0,
experiment_1,5c665e1948985d0001f09675,1-5c665e1948985d0001f09675-ccause_3-generic_0,generic_0,ccause,,0.8787321874818335,1.0,0,0,,,,1,,0.6666666666666667,1.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,6.0,0.3178807947019867,0,
experiment_1,5c665e1948985d0001f09675,1-5c665e1948985d0001f09675-collider_2-generic_1,generic_1,collider,,1.0,1.0,0,0,,,,1,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,4.0,0.3774834437086092,0,
experiment_1,5c665e1948985d0001f09675,1-5c665e1948985d0001f09675-crime_control_5-nolabel_control,nolabel_control,crime_control,,0.838835407194924,0.8333333333333334,1,2,,,,1,,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,,0.0,0.0,0.0,1.0,0.75,,,,,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,5.0,0.4536423841059602,0,
experiment_1,5c665e1948985d0001f09675,1-5c665e1948985d0001f09675-pos_chain_3-generic_3,generic_3,chain,pos,0.9142507074287456,0.8333333333333334,1,1,,,,1,,0.8333333333333334,1.0,,,1.0,,1.0,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,5.0,0.3741721854304636,0,
experiment_1,5c6aeae949b7f0000120b170,1-5c6aeae949b7f0000120b170-ccause_2-generic_0,generic_0,ccause,,0.8787321874818335,1.0,0,0,,,,1,,0.6666666666666667,1.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,7.0,0.7913907284768212,0,
experiment_1,5c6aeae949b7f0000120b170,1-5c6aeae949b7f0000120b170-collider_3-generic_1,generic_1,collider,,0.9142507074287456,1.0,0,0,,,,1,,0.8333333333333334,1.0,,,0.5,,0.5,,,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,10.0,0.6059602649006622,0,
experiment_1,5c6aeae949b7f0000120b170,1-5c6aeae949b7f0000120b170-crime_control_0-nolabel_control,nolabel_control,crime_control,,0.919417703597462,1.0,0,2,,,,1,,0.8333333333333334,1.0,1.0,1.0,0.5,,0.0,1.0,1.0,1.0,1.0,,,,,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,8.0,0.5,0,
experiment_1,5c6aeae949b7f0000120b170,1-5c6aeae949b7f0000120b170-pos_chain_3-generic_3,generic_3,chain,pos,0.8787321874818335,0.8333333333333334,1,1,,,,1,,0.6666666666666667,1.0,,,0.5,,0.5,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,5.0,0.4867549668874172,0,
experiment_1,5c86addf4b443c000103ad14,1-5c86addf4b443c000103ad14-ccause_3-generic_0,generic_0,ccause,,0.8787321874818335,1.0,0,0,,,,1,,0.6666666666666667,1.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,5.0,0.6920529801324503,0,
experiment_1,5c86addf4b443c000103ad14,1-5c86addf4b443c000103ad14-collider_3-generic_1,generic_1,collider,,0.8787321874818335,1.0,0,0,,,,1,,0.6666666666666667,1.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,13.0,0.4205298013245033,0,
experiment_1,5c86addf4b443c000103ad14,1-5c86addf4b443c000103ad14-crime_control_2-nolabel_control,nolabel_control,crime_control,,0.919417703597462,1.0,0,2,,,,1,,0.8333333333333334,1.0,1.0,1.0,0.5,,0.0,1.0,1.0,1.0,1.0,,,,,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,11.0,0.6158940397350994,0,
experiment_1,5c86addf4b443c000103ad14,1-5c86addf4b443c000103ad14-pos_chain_2-generic_3,generic_3,chain,neg,0.9142507074287456,0.8333333333333334,1,1,,,,1,,0.8333333333333334,,1.0,,1.0,,,,1.0,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,14.0,0.3609271523178808,0,
experiment_1,5c8a4f339917780016a4ee43,1-5c8a4f339917780016a4ee43-ccause_3-generic_0,generic_0,ccause,,1.0,1.0,0,0,,,,0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,3.0,0.2549668874172185,0,
experiment_1,5c8a4f339917780016a4ee43,1-5c8a4f339917780016a4ee43-collider_3-generic_1,generic_1,collider,,1.0,1.0,0,0,,,,0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,6.0,0.2847682119205298,0,
experiment_1,5c8a4f339917780016a4ee43,1-5c8a4f339917780016a4ee43-crime_4-label,label,crime,,0.6677506803775057,0.8333333333333334,0,2,0.6416889479197478,False,,0,,0.6666666666666667,1.0,0.6666666666666666,0.5,0.5,,1.0,0.5,0.0,1.0,1.0,,,2.0,the happiness of the population should decrease crime.,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,3.0,0.5927152317880795,0,
experiment_1,5c8a4f339917780016a4ee43,1-5c8a4f339917780016a4ee43-pos_chain_2-generic_2,generic_2,chain,neg,0.9142507074287456,0.8333333333333334,1,1,,,,0,,0.8333333333333334,,1.0,,1.0,,,,1.0,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,4.0,0.3410596026490066,0,
experiment_1,5ca4ed188ef8c300164ed71f,1-5ca4ed188ef8c300164ed71f-ccause_2-generic_0,generic_0,ccause,,0.7731286967567425,0.5,0,0,,,,1,,0.3333333333333333,1.0,,,0.5,,0.5,,,0.25,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,5.0,0.0331125827814569,0,
experiment_1,5ca4ed188ef8c300164ed71f,1-5ca4ed188ef8c300164ed71f-collider_2-generic_1,generic_1,collider,,0.7899579873957986,0.3333333333333333,0,0,,,,1,,0.0,,1.0,,0.0,,,,0.0,0.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,5.0,0.0397350993377483,0,
experiment_1,5ca4ed188ef8c300164ed71f,1-5ca4ed188ef8c300164ed71f-crime_control_2-nolabel_control,nolabel_control,crime_control,,0.7208547368804588,0.5,1,2,,,,1,,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5,,0.0,0.5,1.0,0.0,1.0,,,,,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,5.0,0.0298013245033112,0,
experiment_1,5ca4ed188ef8c300164ed71f,1-5ca4ed188ef8c300164ed71f-pos_chain_3-generic_3,generic_3,chain,pos,0.7899579873957986,0.3333333333333333,1,1,,,,1,,0.0,1.0,,,0.0,,0.0,,,0.0,1.0,,,,,,one_two_three,Blue_Red_Green,9.0,0.0960264900662251,0,
experiment_1,5d2a4351379e510001491ee4,1-5d2a4351379e510001491ee4-ccause_2-generic_0,generic_0,ccause,,1.0,1.0,0,0,,,,0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,19.0,0.1490066225165563,0,
experiment_1,5d2a4351379e510001491ee4,1-5d2a4351379e510001491ee4-collider_2-generic_1,generic_1,collider,,1.0,1.0,0,0,,,,0,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,14.0,0.1357615894039735,0,
experiment_1,5d2a4351379e510001491ee4,1-5d2a4351379e510001491ee4-crime_3-label,label,crime,,0.6307255270620018,0.6666666666666667,1,2,0.5491696473652761,False,,0,,0.5,1.0,0.3333333333333333,0.0,0.5,,1.0,0.0,0.0,1.0,1.0,,,3.0,"It didn't make sense for me, that the population happiness didn't have an effect on the other variables.",,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,16.0,0.119205298013245,0,
experiment_1,5d2a4351379e510001491ee4,1-5d2a4351379e510001491ee4-pos_chain_3-generic_2,generic_2,chain,pos,0.8514778685534988,0.8333333333333334,1,1,,,,0,,0.5,1.0,,,0.0,,0.0,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,16.0,0.1490066225165563,0,
experiment_1,5d6a79f5d10473001a62fa47,1-5d6a79f5d10473001a62fa47-ccause_3-generic_0,generic_0,ccause,,0.8514778685534988,0.8333333333333334,0,0,,,,0,,0.5,1.0,,,0.0,,0.0,,,0.75,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,35.0,0.1721854304635761,0,
experiment_1,5d6a79f5d10473001a62fa47,1-5d6a79f5d10473001a62fa47-collider_3-generic_1,generic_1,collider,,0.6361965624455006,0.6666666666666667,0,0,,,,0,,0.6666666666666667,0.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,22.0,0.2781456953642384,0,
experiment_1,5d6a79f5d10473001a62fa47,1-5d6a79f5d10473001a62fa47-crime_2-label,label,crime,,0.4594375223826646,0.1666666666666666,1,2,0.7745966692414833,False,,0,,0.0,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,3.0,I was watching the graf and the interaction with each color and its option.. every time i was manipulating each color I tied to see how the rest colors reacted to its value and reported my thoughts as fast as possible after observation. ,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,17.0,0.0993377483443708,0,
experiment_1,5d6a79f5d10473001a62fa47,1-5d6a79f5d10473001a62fa47-pos_chain_2-generic_2,generic_2,chain,neg,0.8514778685534988,0.5,1,1,,,,0,,0.5,,1.0,,1.0,,,,1.0,0.25,1.0,,,,,,one_two_three,Blue_Red_Green,5.0,0.5827814569536424,0,
experiment_1,5d7955d03ff9070001280c8c,1-5d7955d03ff9070001280c8c-ccause_2-generic_0,generic_0,ccause,,0.8787321874818335,1.0,0,0,,,,1,,0.6666666666666667,1.0,,,0.0,,0.0,,,1.0,1.0,,,,,,cause_effect1_effect2,Blue_Red_Green,8.0,0.3940397350993377,0,
experiment_1,5d7955d03ff9070001280c8c,1-5d7955d03ff9070001280c8c-collider_2-generic_1,generic_1,collider,,0.8787321874818335,1.0,0,0,,,,1,,0.6666666666666667,,1.0,,0.0,,,,0.0,1.0,1.0,,,,,,cause1_cause2_effect,Blue_Red_Green,5.0,0.5496688741721855,0,
experiment_1,5d7955d03ff9070001280c8c,1-5d7955d03ff9070001280c8c-crime_control_2-nolabel_control,nolabel_control,crime_control,,0.8604273684402294,0.8333333333333334,1,2,,,,1,,0.5,1.0,0.6666666666666666,0.5,0.0,,0.0,0.5,0.0,1.0,0.75,,,,,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,7.0,0.4403973509933774,0,
